"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2008",10.02,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2009",9.68,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2010",10.28,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2011",9.49,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2012",9.38,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2013",9.33,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2014",8.87,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2015",9.28,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2016",9.3,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2017",9.07,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2018",8.77,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2019",8.44,
"NLD","AIREMISSION","CO2","TONNE_CAP","A","2020",7.72,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2000",7.48,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2001",7.97,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2002",7.8,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2003",8.12,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2004",7.89,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2005",8.11,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2006",8.03,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2007",7.68,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2008",7.82,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2009",7.05,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2010",6.97,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2011",6.75,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2012",7.11,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2013",6.98,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2014",6.87,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2015",6.77,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2016",6.43,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2017",6.67,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2018",6.45,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2019",6.66,
"NZL","AIREMISSION","CO2","TONNE_CAP","A","2020",6.48,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2000",7.1,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2001",7.29,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2002",7.17,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2003",7.69,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2004",7.76,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2005",7.47,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2006",7.62,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2007",7.66,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2008",7.41,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2009",7.4,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2010",8.18,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2011",7.71,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2012",7.4,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2013",7.46,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2014",7.34,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2015",7.34,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2016",7.13,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2017",6.92,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2018",6.87,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2019",6.52,
"NOR","AIREMISSION","CO2","TONNE_CAP","A","2020",6.71,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2000",7.57,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2001",7.55,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2002",7.39,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2003",7.68,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2004",7.77,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2005",7.76,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2006",8.08,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2007",8.04,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2008",7.91,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2009",7.57,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2010",7.98,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2011",7.87,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2012",7.71,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2013",7.6,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2014",7.26,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2015",7.35,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2016",7.63,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2017",7.96,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2018",7.92,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2019",7.49,
"POL","AIREMISSION","CO2","TONNE_CAP","A","2020",6.98,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2000",5.62,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2001",5.57,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2002",5.92,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2003",5.44,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2004",5.54,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2005",5.85,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2006",5.37,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2007",5.18,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2008",5,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2009",5.02,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2010",4.5,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2011",4.46,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2012",4.34,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2013",4.18,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2014",4.12,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2015",4.53,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2016",4.5,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2017",4.93,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2018",4.6,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2019",4.12,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2020",3.63,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2000",6.83,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2001",6.95,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2002",6.86,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2003",6.96,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2004",6.73,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2005",6.92,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2006",6.77,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2007",6.62,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2008",6.57,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2009",6.04,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2010",6.37,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2011",6.09,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2012",5.78,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2013",5.87,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2014",5.38,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2015",5.43,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2016",5.55,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2017",5.92,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2018",5.81,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2019",5.44,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2020",4.85,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2000",6.87,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2001",6.86,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2002",7.18,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2003",7.17,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2004",7.45,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2005",7.64,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2006",7.33,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2007",7.47,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2008",6.74,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2009",5.95,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2010",5.63,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2011",5.67,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2012",5.57,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2013",5.05,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2014",5,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2015",5.32,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2016",5.12,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2017",5.46,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2018",5.29,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2019",4.9,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2020",4.11,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2000",5.86,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2001",5.75,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2002",5.91,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2003",6.03,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2004",5.82,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2005",5.41,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2006",5.23,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2007",5.01,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2008",4.85,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2009",4.48,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2010",4.99,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2011",4.57,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2012",4.27,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2013",4.08,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2014",3.89,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2015",3.84,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2016",3.75,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2017",3.66,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2018",3.38,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2019",3.27,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2020",3.1,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2000",5.79,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2001",5.96,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2002",5.71,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2003",5.84,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2004",5.85,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2005",5.88,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2006",5.79,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2007",5.48,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2008",5.6,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2009",5.38,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2010",5.52,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2011",4.96,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2012",5.09,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2013",5.16,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2014",4.63,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2015",4.51,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2016",4.53,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2017",4.37,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2018",4.2,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2019",4.16,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2020",3.95,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2000",3.13,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2001",2.8,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2002",2.92,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2003",3.04,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2004",3.07,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2005",3.16,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2006",3.47,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2007",3.79,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2008",3.69,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2009",3.63,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2010",3.66,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2011",3.87,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2012",3.97,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2013",3.75,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2014",3.98,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2015",4.08,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2016",4.27,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2017",4.71,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2018",4.6,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2019",4.44,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2020",4.39,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2000",8.84,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2001",9.06,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2002",8.78,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2003",8.95,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2004",8.9,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2005",8.8,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2006",8.76,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2007",8.51,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2008",8.22,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2009",7.39,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2010",7.59,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2011",6.94,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2012",7.24,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2013",6.97,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2014",6.33,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2015",6.05,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2016",5.69,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2017",5.45,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2018",5.33,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2019",5.12,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2020",4.56,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2000",20.29,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2001",19.99,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2002",19.26,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2003",19.31,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2004",19.4,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2005",19.27,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2006",18.75,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2007",18.85,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2008",18.1,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2009",16.67,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2010",17.28,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2011",16.44,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2012",15.6,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2013",15.93,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2014",15.84,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2015",15.36,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2016",14.97,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2017",14.64,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2018",15.02,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2019",14.44,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2020",12.98,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2000",7.41,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2001",7.47,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2002",7.42,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2003",7.57,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2004",7.55,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2005",7.48,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2006",7.49,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2007",7.39,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2008",7.19,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2009",6.68,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2010",6.86,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2011",6.6,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2012",6.55,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2013",6.38,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2014",6.05,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2015",6.11,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2016",6.1,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2017",6.14,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2018",5.99,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2019",5.69,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2020",5.18,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2000",1,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2001",1.06,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2002",1.23,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2003",1.26,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2004",1.33,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2005",1.28,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2006",1.27,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2007",1.28,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2008",1.26,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2009",1.29,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2010",1.36,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2011",1.43,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2012",1.21,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2013",1.27,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2014",1.43,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2015",1.34,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2016",1.29,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2017",1.52,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2018",1.51,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2019",1.42,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2020",1.2,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2000",1.98,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2001",2,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2002",2.14,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2003",2.23,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2004",2.24,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2005",2.34,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2006",2.4,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2007",2.48,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2008",2.54,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2009",2.67,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2010",2.66,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2011",2.81,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2012",3.01,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2013",3.04,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2014",3.17,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2015",3.29,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2016",3.15,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2017",3.15,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2018",3.25,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2019",3.31,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2020",,"L"
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2000",3.47,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2001",3.25,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2002",3.03,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2003",3.26,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2004",3.57,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2005",3.65,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2006",3.83,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2007",3.98,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2008",4.06,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2009",3.76,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2010",3.98,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2011",4.15,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2012",4.14,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2013",4.2,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2014",4.08,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2015",4.17,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2016",4.09,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2017",3.95,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2018",3.85,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2019",3.61,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2020",3.37,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2000",1.12,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2001",1.13,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2002",0.96,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2003",1.09,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2004",1.16,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2005",1.39,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2006",1.4,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2007",1.64,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2008",1.81,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2009",1.48,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2010",1.41,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2011",1.62,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2012",1.89,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2013",1.81,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2014",1.8,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2015",1.74,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2016",1.67,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2017",1.75,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2018",1.83,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2019",1.98,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2020",2.16,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2000",3.39,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2001",3.19,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2002",3.12,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2003",3.38,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2004",3.3,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2005",3.46,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2006",3.47,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2007",3.11,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2008",3.28,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2009",2.73,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2010",2.59,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2011",2.87,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2012",3.1,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2013",3.12,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2014",3.22,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2015",3.17,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2016",3.19,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2017",3.12,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2018",3.15,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2019",3.4,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2020",3.31,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2000",0.16,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2001",0.19,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2002",0.2,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2003",0.21,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2004",0.22,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2005",0.23,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2006",0.25,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2007",0.26,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2008",0.28,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2009",0.3,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2010",0.34,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2011",0.36,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2012",0.38,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2013",0.39,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2014",0.41,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2015",0.45,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2016",0.46,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2017",0.49,
